jhave@jhave-Ubuntu:~$ cd Documents/
jhave@jhave-Ubuntu:~/Documents$ cd Github/gpt-2-finetuning/
jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ source activate tf1p13_gpt-2
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL+tmblr.txt --out_npz ALL+tmblr.txt.npz
Reading files
0it [00:00, ?it/s]
Writing ALL+tmblr.txt.npz
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat March-2018_SOURCES/* > ALL_tmblr.txt
cat: 'March-2018_SOURCES/*': No such file or directory
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat DATA/March-2018_SOURCES/* > ALL_tmblr.txt
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL_tmblr.txt --out_npz ALL_tmblr.txt.npz
Reading files
100%|█████████████████████████████████████████████| 1/1 [00:29<00:00, 29.26s/it]
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_size 1 --save_every 10000 --sample_every 1000nts/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_siz2019-05-06 19:03:09.346869: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-06 19:03:09.384428: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3408000000 Hz
2019-05-06 19:03:09.385802: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bed5021d0 executing computations on platform Host. Devices:
2019-05-06 19:03:09.385902: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-06 19:03:09.490179: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-05-06 19:03:09.491347: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bee2cd520 executing computations on platform CUDA. Devices:
2019-05-06 19:03:09.491379: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): GeForce GTX TITAN X, Compute Capability 5.2
2019-05-06 19:03:09.492080: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: GeForce GTX TITAN X major: 5 minor: 2 memoryClockRate(GHz): 1.076
pciBusID: 0000:01:00.0
totalMemory: 11.92GiB freeMemory: 11.65GiB
2019-05-06 19:03:09.492106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-05-06 19:03:09.494371: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-05-06 19:03:09.494400: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-05-06 19:03:09.494410: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-05-06 19:03:09.495072: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11333 MB memory) -> physical GPU (device: 0, name: GeForce GTX TITAN X, pci bus id: 0000:01:00.0, compute capability: 5.2)
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:51: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:53: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint checkpoint/run1/model-20302
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  5.48it/s]
dataset has 7806061 tokens
Training...
2019-05-06 19:03:43.906984: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[20303 | 7.52] loss=5.30 avg=5.30
[50105 | 46600.24] loss=0.94 avg=1.06
[50106 | 46601.78] loss=1.84 avg=1.07
[50107 | 46603.32] loss=0.14 avg=1.06
[50108 | 46604.87] loss=1.73 avg=1.07
[50109 | 46606.41] loss=1.54 avg=1.07
[50110 | 46607.95] loss=0.30 avg=1.07
[50111 | 46609.50] loss=0.34 avg=1.06
[50112 | 46611.04] loss=0.30 avg=1.05
[50113 | 46612.58] loss=1.04 avg=1.05
[50114 | 46614.13] loss=1.94 avg=1.06
[50115 | 46615.67] loss=2.58 avg=1.07
[50116 | 46617.21] loss=0.39 avg=1.07
[50117 | 46618.76] loss=2.53 avg=1.08
[50118 | 46620.30] loss=0.68 avg=1.08
[50119 | 46621.84] loss=0.83 avg=1.08
[50120 | 46623.38] loss=2.29 avg=1.09
[50121 | 46624.93] loss=0.25 avg=1.08
[50122 | 46626.47] loss=0.54 avg=1.07
[50123 | 46628.02] loss=1.75 avg=1.08
[50124 | 46629.56] loss=2.65 avg=1.10
[50125 | 46631.10] loss=1.18 avg=1.10
[50126 | 46632.64] loss=0.16 avg=1.09
[50127 | 46634.18] loss=1.56 avg=1.09
[50128 | 46635.72] loss=2.65 avg=1.11
[50129 | 46637.26] loss=0.25 avg=1.10
[50130 | 46638.81] loss=1.32 avg=1.10
[50131 | 46640.35] loss=0.48 avg=1.10
[50132 | 46641.89] loss=1.55 avg=1.10
[50133 | 46643.43] loss=1.04 avg=1.10
[50134 | 46644.98] loss=0.25 avg=1.09
[50135 | 46646.52] loss=1.15 avg=1.09
[50136 | 46648.06] loss=0.37 avg=1.08
[50137 | 46649.61] loss=0.54 avg=1.08
[50138 | 46651.15] loss=0.33 avg=1.07
[50139 | 46652.69] loss=0.31 avg=1.06
[50140 | 46654.22] loss=1.81 avg=1.07
[50141 | 46655.77] loss=1.63 avg=1.08
[50142 | 46657.31] loss=0.14 avg=1.07
[50143 | 46658.86] loss=2.38 avg=1.08
[50144 | 46660.39] loss=1.36 avg=1.08
[50145 | 46661.94] loss=3.41 avg=1.11
[50146 | 46663.48] loss=0.23 avg=1.10
[50147 | 46665.02] loss=1.13 avg=1.10
[50148 | 46666.56] loss=0.17 avg=1.09
[50149 | 46668.10] loss=0.15 avg=1.08
[50150 | 46669.64] loss=1.27 avg=1.08
[50151 | 46671.18] loss=0.68 avg=1.08
[50152 | 46672.73] loss=0.45 avg=1.07
[50153 | 46674.27] loss=4.44 avg=1.11
[50154 | 46675.81] loss=0.37 avg=1.10
[50155 | 46677.35] loss=0.95 avg=1.10
[50156 | 46678.90] loss=0.12 avg=1.09
[50157 | 46680.44] loss=0.40 avg=1.08
[50158 | 46681.98] loss=0.61 avg=1.07
[50159 | 46683.52] loss=0.14 avg=1.07
[50160 | 46685.07] loss=1.41 avg=1.07
[50161 | 46686.61] loss=1.63 avg=1.07
[50162 | 46688.15] loss=0.10 avg=1.06
[50163 | 46689.70] loss=0.58 avg=1.06
[50164 | 46691.24] loss=2.75 avg=1.08
[50165 | 46692.79] loss=1.32 avg=1.08
[50166 | 46694.33] loss=0.09 avg=1.07
[50167 | 46695.87] loss=2.29 avg=1.08
[50168 | 46697.41] loss=0.14 avg=1.07
[50169 | 46698.96] loss=0.26 avg=1.06
[50170 | 46700.50] loss=3.37 avg=1.09
[50171 | 46702.05] loss=0.19 avg=1.08
[50172 | 46703.59] loss=1.05 avg=1.08
[50173 | 46705.13] loss=0.10 avg=1.07
[50174 | 46706.68] loss=1.60 avg=1.07
[50175 | 46708.22] loss=0.46 avg=1.07
[50176 | 46709.77] loss=1.39 avg=1.07
[50177 | 46711.31] loss=2.90 avg=1.09
[50178 | 46712.85] loss=0.25 avg=1.08
[50179 | 46714.40] loss=2.55 avg=1.10
[50180 | 46715.95] loss=3.17 avg=1.12
[50181 | 46717.48] loss=0.30 avg=1.11
[50182 | 46719.03] loss=1.02 avg=1.11
[50183 | 46720.58] loss=0.63 avg=1.10
[50184 | 46722.12] loss=0.22 avg=1.09
[50185 | 46723.67] loss=0.08 avg=1.08
[50186 | 46725.21] loss=2.57 avg=1.10
[50187 | 46726.75] loss=2.05 avg=1.11
[50188 | 46728.29] loss=0.35 avg=1.10
[50189 | 46729.84] loss=0.35 avg=1.09
[50190 | 46731.38] loss=0.24 avg=1.08
[50191 | 46732.92] loss=0.16 avg=1.07
[50192 | 46734.47] loss=1.37 avg=1.08
[50193 | 46736.00] loss=1.99 avg=1.09
[50194 | 46737.54] loss=1.11 avg=1.09
[50195 | 46739.08] loss=1.32 avg=1.09
[50196 | 46740.62] loss=2.58 avg=1.10
[50197 | 46742.16] loss=0.46 avg=1.10
[50198 | 46743.71] loss=1.58 avg=1.10
[50199 | 46745.25] loss=0.80 avg=1.10
[50200 | 46746.79] loss=0.27 avg=1.09
[50201 | 46748.33] loss=0.27 avg=1.08
[50202 | 46749.87] loss=0.39 avg=1.08
[50203 | 46751.42] loss=1.67 avg=1.08
[50204 | 46752.96] loss=2.55 avg=1.10
[50205 | 46754.50] loss=0.90 avg=1.09
[50206 | 46756.04] loss=0.51 avg=1.09
[50207 | 46757.58] loss=0.46 avg=1.08
[50208 | 46759.12] loss=0.20 avg=1.07
[50209 | 46760.66] loss=0.75 avg=1.07
[50210 | 46762.21] loss=0.13 avg=1.06
[50211 | 46763.75] loss=0.56 avg=1.06
[50212 | 46765.29] loss=0.22 avg=1.05
[50213 | 46766.83] loss=3.21 avg=1.07
[50214 | 46768.37] loss=2.69 avg=1.09
[50215 | 46769.91] loss=0.24 avg=1.08
[50216 | 46771.45] loss=0.61 avg=1.07
[50217 | 46772.99] loss=0.38 avg=1.07
[50218 | 46774.54] loss=1.60 avg=1.07
[50219 | 46776.08] loss=0.22 avg=1.06
[50220 | 46777.62] loss=0.69 avg=1.06
[50221 | 46779.16] loss=0.50 avg=1.05
[50222 | 46780.70] loss=0.87 avg=1.05
[50223 | 46782.25] loss=1.47 avg=1.06
[50224 | 46783.79] loss=0.16 avg=1.05
[50225 | 46785.33] loss=0.16 avg=1.04
[50226 | 46786.88] loss=2.25 avg=1.05
[50227 | 46788.42] loss=1.95 avg=1.06
[50228 | 46789.96] loss=0.69 avg=1.06
[50229 | 46791.50] loss=1.96 avg=1.06
[50230 | 46793.05] loss=0.15 avg=1.06
[50231 | 46794.59] loss=0.22 avg=1.05
[50232 | 46796.13] loss=1.78 avg=1.05
[50233 | 46797.68] loss=0.22 avg=1.05
[50234 | 46799.22] loss=0.17 avg=1.04
[50235 | 46800.77] loss=0.13 avg=1.03
[50236 | 46802.31] loss=0.94 avg=1.03
[50237 | 46803.86] loss=3.99 avg=1.06
[50238 | 46805.40] loss=0.93 avg=1.06
[50239 | 46806.94] loss=0.18 avg=1.05
[50240 | 46808.49] loss=2.11 avg=1.06
[50241 | 46810.03] loss=1.69 avg=1.06
[50242 | 46811.58] loss=0.58 avg=1.06
[50243 | 46813.12] loss=0.75 avg=1.06
[50244 | 46814.66] loss=1.91 avg=1.06
[50245 | 46816.20] loss=2.69 avg=1.08
[50246 | 46817.75] loss=0.11 avg=1.07
[50247 | 46819.29] loss=1.75 avg=1.08
[50248 | 46820.84] loss=1.24 avg=1.08
[50249 | 46822.37] loss=0.90 avg=1.08
[50250 | 46823.92] loss=1.02 avg=1.08
[50251 | 46825.46] loss=1.41 avg=1.08
[50252 | 46826.99] loss=0.20 avg=1.07
[50253 | 46828.54] loss=1.15 avg=1.07
[50254 | 46830.09] loss=0.24 avg=1.06
[50255 | 46831.63] loss=1.36 avg=1.07
[50256 | 46833.17] loss=0.58 avg=1.06
[50257 | 46834.72] loss=0.28 avg=1.05
[50258 | 46836.26] loss=1.45 avg=1.06
[50259 | 46837.80] loss=3.13 avg=1.08
[50260 | 46839.35] loss=2.30 avg=1.09
[50261 | 46840.89] loss=2.07 avg=1.10
[50262 | 46842.44] loss=1.93 avg=1.11
[50263 | 46843.98] loss=1.09 avg=1.11
[50264 | 46845.53] loss=0.23 avg=1.10
[50265 | 46847.07] loss=2.42 avg=1.11
[50266 | 46848.62] loss=1.36 avg=1.12
[50267 | 46850.16] loss=3.16 avg=1.14
[50268 | 46851.70] loss=2.07 avg=1.15
[50269 | 46853.24] loss=0.15 avg=1.14
[50270 | 46854.79] loss=1.36 avg=1.14
[50271 | 46856.33] loss=2.73 avg=1.15
[50272 | 46857.87] loss=1.21 avg=1.15
[50273 | 46859.41] loss=1.16 avg=1.15
[50274 | 46860.95] loss=2.82 avg=1.17
[50275 | 46862.49] loss=0.20 avg=1.16
[50276 | 46864.04] loss=0.56 avg=1.16
[50277 | 46865.58] loss=1.80 avg=1.16
[50278 | 46867.12] loss=3.32 avg=1.18
[50279 | 46868.67] loss=0.10 avg=1.17
[50280 | 46870.21] loss=0.08 avg=1.16
[50281 | 46871.75] loss=1.27 avg=1.16
[50282 | 46873.29] loss=0.18 avg=1.15
[50283 | 46874.84] loss=0.79 avg=1.15
[50284 | 46876.38] loss=0.63 avg=1.14
[50285 | 46877.92] loss=0.34 avg=1.14
[50286 | 46879.47] loss=1.66 avg=1.14
[50287 | 46881.01] loss=0.19 avg=1.13
[50288 | 46882.55] loss=0.44 avg=1.12
[50289 | 46884.10] loss=1.68 avg=1.13
[50290 | 46885.64] loss=3.18 avg=1.15
[50291 | 46887.18] loss=0.26 avg=1.14
[50292 | 46888.73] loss=0.30 avg=1.13
[50293 | 46890.27] loss=0.20 avg=1.12
[50294 | 46891.82] loss=1.09 avg=1.12
[50295 | 46893.36] loss=0.92 avg=1.12
[50296 | 46894.90] loss=1.12 avg=1.12
[50297 | 46896.45] loss=0.25 avg=1.11
[50298 | 46897.99] loss=0.60 avg=1.11
[50299 | 46899.53] loss=0.29 avg=1.10
[50300 | 46901.07] loss=0.32 avg=1.09
[50301 | 46902.62] loss=1.20 avg=1.09
[50302 | 46904.17] loss=3.48 avg=1.12
[50303 | 46905.71] loss=1.45 avg=1.12
[50304 | 46907.26] loss=0.41 avg=1.11
[50305 | 46908.80] loss=0.53 avg=1.11
[50306 | 46910.34] loss=0.21 avg=1.10
[50307 | 46911.89] loss=0.24 avg=1.09
[50308 | 46913.44] loss=2.88 avg=1.11
[50309 | 46914.98] loss=0.84 avg=1.10
[50310 | 46916.52] loss=1.80 avg=1.11
[50311 | 46918.07] loss=0.86 avg=1.11
[50312 | 46919.62] loss=0.84 avg=1.11
[50313 | 46921.16] loss=1.47 avg=1.11
[50314 | 46922.70] loss=1.01 avg=1.11
[50315 | 46924.24] loss=2.87 avg=1.13
[50316 | 46925.79] loss=0.26 avg=1.12
[50317 | 46927.33] loss=2.05 avg=1.13
[50318 | 46928.88] loss=0.15 avg=1.12
[50319 | 46930.42] loss=0.33 avg=1.11
[50320 | 46931.96] loss=2.82 avg=1.13
[50321 | 46933.51] loss=1.31 avg=1.13
[50322 | 46935.06] loss=0.15 avg=1.12
[50323 | 46936.60] loss=0.20 avg=1.11
[50324 | 46938.15] loss=0.39 avg=1.10
[50325 | 46939.69] loss=0.45 avg=1.10
[50326 | 46941.24] loss=2.51 avg=1.11
[50327 | 46942.79] loss=0.13 avg=1.10
[50328 | 46944.33] loss=0.36 avg=1.09
[50329 | 46945.88] loss=0.72 avg=1.09
[50330 | 46947.42] loss=0.35 avg=1.08
[50331 | 46948.96] loss=2.25 avg=1.09
[50332 | 46950.51] loss=1.15 avg=1.09
[50333 | 46952.05] loss=0.66 avg=1.09
[50334 | 46953.59] loss=1.25 avg=1.09
[50335 | 46955.14] loss=2.21 avg=1.10
[50336 | 46956.68] loss=0.58 avg=1.10
[50337 | 46958.22] loss=1.41 avg=1.10
[50338 | 46959.77] loss=0.59 avg=1.10
[50339 | 46961.31] loss=1.67 avg=1.10
[50340 | 46962.85] loss=0.13 avg=1.09
[50341 | 46964.40] loss=1.07 avg=1.09
[50342 | 46965.94] loss=0.43 avg=1.08
[50343 | 46967.48] loss=0.56 avg=1.08
[50344 | 46969.02] loss=0.12 avg=1.07
[50345 | 46970.56] loss=0.11 avg=1.06
[50346 | 46972.11] loss=0.19 avg=1.05
[50347 | 46973.65] loss=0.60 avg=1.05
[50348 | 46975.19] loss=0.36 avg=1.04
[50349 | 46976.74] loss=0.50 avg=1.03
[50350 | 46978.28] loss=0.97 avg=1.03
[50351 | 46979.83] loss=0.25 avg=1.03
[50352 | 46981.37] loss=0.16 avg=1.02
[50353 | 46982.91] loss=2.53 avg=1.03
[50354 | 46984.45] loss=2.70 avg=1.05
[50355 | 46985.99] loss=0.38 avg=1.04
[50356 | 46987.54] loss=0.42 avg=1.04
[50357 | 46989.08] loss=2.45 avg=1.05
[50358 | 46990.63] loss=0.15 avg=1.04
[50359 | 46992.17] loss=1.66 avg=1.05
[50360 | 46993.71] loss=0.12 avg=1.04
[50361 | 46995.25] loss=2.42 avg=1.05
[50362 | 46996.80] loss=1.98 avg=1.06
[50363 | 46998.34] loss=0.07 avg=1.05
[50364 | 46999.88] loss=2.10 avg=1.06
[50365 | 47001.42] loss=0.55 avg=1.06
[50366 | 47002.96] loss=0.81 avg=1.05
[50367 | 47004.50] loss=2.42 avg=1.07
[50368 | 47006.05] loss=0.92 avg=1.07
[50369 | 47007.60] loss=3.08 avg=1.09
[50370 | 47009.14] loss=0.47 avg=1.08
[50371 | 47010.68] loss=0.21 avg=1.07
[50372 | 47012.22] loss=0.09 avg=1.06
[50373 | 47013.76] loss=0.94 avg=1.06
[50374 | 47015.31] loss=1.54 avg=1.07
[50375 | 47016.85] loss=1.50 avg=1.07
[50376 | 47018.39] loss=2.89 avg=1.09
[50377 | 47019.93] loss=0.24 avg=1.08
[50378 | 47021.46] loss=1.58 avg=1.08
[50379 | 47023.01] loss=2.16 avg=1.10
[50380 | 47024.55] loss=0.11 avg=1.09
[50381 | 47026.09] loss=3.93 avg=1.11
[50382 | 47027.63] loss=1.04 avg=1.11
[50383 | 47029.18] loss=1.65 avg=1.12
[50384 | 47030.72] loss=0.10 avg=1.11
[50385 | 47032.26] loss=0.90 avg=1.11
[50386 | 47033.81] loss=1.39 avg=1.11
[50387 | 47035.35] loss=0.23 avg=1.10
[50388 | 47036.89] loss=2.70 avg=1.12
[50389 | 47038.44] loss=2.77 avg=1.13
[50390 | 47039.99] loss=2.24 avg=1.14
[50391 | 47041.53] loss=0.11 avg=1.13
[50392 | 47043.07] loss=0.26 avg=1.13
[50393 | 47044.62] loss=0.35 avg=1.12
[50394 | 47046.16] loss=1.81 avg=1.12
[50395 | 47047.70] loss=3.18 avg=1.14
[50396 | 47049.25] loss=2.97 avg=1.16
[50397 | 47050.79] loss=0.90 avg=1.16
[50398 | 47052.33] loss=0.96 avg=1.16
[50399 | 47053.88] loss=1.24 avg=1.16
[50400 | 47055.42] loss=1.93 avg=1.17
[50401 | 47056.97] loss=1.56 avg=1.17
[50402 | 47058.52] loss=0.18 avg=1.16
[50403 | 47060.06] loss=1.58 avg=1.17
[50404 | 47061.61] loss=2.47 avg=1.18
[50405 | 47063.15] loss=0.29 avg=1.17
[50406 | 47064.70] loss=0.26 avg=1.16
[50407 | 47066.24] loss=0.24 avg=1.15
[50408 | 47067.79] loss=0.84 avg=1.15
[50409 | 47069.34] loss=0.21 avg=1.14
[50410 | 47070.88] loss=0.19 avg=1.13
[50411 | 47072.43] loss=0.23 avg=1.12
[50412 | 47073.98] loss=0.54 avg=1.11
[50413 | 47075.53] loss=2.71 avg=1.13
[50414 | 47077.07] loss=1.72 avg=1.14
[50415 | 47078.62] loss=0.22 avg=1.13
[50416 | 47080.16] loss=0.76 avg=1.12
[50417 | 47081.71] loss=0.90 avg=1.12
[50418 | 47083.25] loss=1.08 avg=1.12
[50419 | 47084.80] loss=1.58 avg=1.13
[50420 | 47086.34] loss=1.79 avg=1.13
[50421 | 47087.88] loss=1.48 avg=1.14
[50422 | 47089.43] loss=1.93 avg=1.14
[50423 | 47090.97] loss=0.75 avg=1.14
[50424 | 47092.52] loss=0.10 avg=1.13
[50425 | 47094.07] loss=1.90 avg=1.14
[50426 | 47095.61] loss=0.51 avg=1.13
[50427 | 47097.16] loss=1.49 avg=1.13
[50428 | 47098.70] loss=0.15 avg=1.12
[50429 | 47100.25] loss=1.73 avg=1.13
[50430 | 47101.79] loss=0.40 avg=1.12
[50431 | 47103.34] loss=0.43 avg=1.12
[50432 | 47104.89] loss=0.80 avg=1.11
[50433 | 47106.43] loss=0.63 avg=1.11
[50434 | 47107.98] loss=0.18 avg=1.10
[50435 | 47109.52] loss=0.16 avg=1.09
[50436 | 47111.07] loss=0.39 avg=1.08
[50437 | 47112.61] loss=0.97 avg=1.08
[50438 | 47114.16] loss=1.16 avg=1.08
[50439 | 47115.71] loss=3.15 avg=1.10
[50440 | 47117.25] loss=3.08 avg=1.12
[50441 | 47118.79] loss=0.83 avg=1.12
[50442 | 47120.34] loss=0.17 avg=1.11
[50443 | 47121.89] loss=2.89 avg=1.13
[50444 | 47123.43] loss=2.75 avg=1.14
[50445 | 47124.98] loss=2.23 avg=1.16
[50446 | 47126.53] loss=0.46 avg=1.15
[50447 | 47128.07] loss=1.25 avg=1.15
[50448 | 47129.62] loss=2.92 avg=1.17
[50449 | 47131.16] loss=0.18 avg=1.16
[50450 | 47132.71] loss=0.11 avg=1.15
[50451 | 47134.25] loss=0.15 avg=1.14
[50452 | 47135.80] loss=2.55 avg=1.15
[50453 | 47137.34] loss=0.56 avg=1.15
[50454 | 47138.89] loss=0.25 avg=1.14
[50455 | 47140.44] loss=0.50 avg=1.13
[50456 | 47141.99] loss=0.12 avg=1.12
[50457 | 47143.53] loss=3.08 avg=1.14
[50458 | 47145.08] loss=0.27 avg=1.13
[50459 | 47146.63] loss=0.92 avg=1.13
[50460 | 47148.17] loss=0.47 avg=1.12
[50461 | 47149.71] loss=2.38 avg=1.13
[50462 | 47151.26] loss=1.66 avg=1.14
[50463 | 47152.81] loss=1.19 avg=1.14
[50464 | 47154.35] loss=0.20 avg=1.13
[50465 | 47155.89] loss=0.17 avg=1.12
[50466 | 47157.44] loss=0.88 avg=1.12
[50467 | 47158.99] loss=2.06 avg=1.13
[50468 | 47160.54] loss=1.54 avg=1.13
[50469 | 47162.08] loss=0.66 avg=1.13
[50470 | 47163.63] loss=0.29 avg=1.12
[50471 | 47165.17] loss=1.53 avg=1.12
[50472 | 47166.72] loss=0.41 avg=1.12
[50473 | 47168.26] loss=1.80 avg=1.12
[50474 | 47169.81] loss=0.10 avg=1.11
[50475 | 47171.36] loss=0.16 avg=1.10
[50476 | 47172.90] loss=0.16 avg=1.09
[50477 | 47174.45] loss=0.13 avg=1.08
[50478 | 47175.99] loss=0.22 avg=1.08
[50479 | 47177.54] loss=2.60 avg=1.09
[50480 | 47179.08] loss=0.65 avg=1.09
[50481 | 47180.63] loss=0.37 avg=1.08
[50482 | 47182.17] loss=0.19 avg=1.07
[50483 | 47183.71] loss=1.10 avg=1.07
[50484 | 47185.26] loss=2.35 avg=1.08
[50485 | 47186.81] loss=0.87 avg=1.08
[50486 | 47188.35] loss=0.18 avg=1.07
[50487 | 47189.90] loss=2.77 avg=1.09
[50488 | 47191.45] loss=0.31 avg=1.08
[50489 | 47192.99] loss=0.40 avg=1.07
[50490 | 47194.53] loss=0.16 avg=1.07
[50491 | 47196.08] loss=0.10 avg=1.06
[50492 | 47197.63] loss=0.97 avg=1.05
[50493 | 47199.18] loss=0.14 avg=1.05
[50494 | 47200.72] loss=2.29 avg=1.06
[50495 | 47202.27] loss=0.20 avg=1.05
[50496 | 47203.81] loss=1.06 avg=1.05
[50497 | 47205.36] loss=1.30 avg=1.05
[50498 | 47206.91] loss=0.23 avg=1.04
[50499 | 47208.45] loss=0.10 avg=1.03
[50500 | 47210.00] loss=0.97 avg=1.03
[50501 | 47211.55] loss=0.49 avg=1.03
[50502 | 47213.10] loss=1.49 avg=1.03
[50503 | 47214.64] loss=3.38 avg=1.06
[50504 | 47216.19] loss=0.96 avg=1.06
[50505 | 47217.74] loss=0.44 avg=1.05
[50506 | 47219.28] loss=0.08 avg=1.04
[50507 | 47220.82] loss=0.70 avg=1.04
[50508 | 47222.36] loss=0.23 avg=1.03
[50509 | 47223.91] loss=1.47 avg=1.03
[50510 | 47225.46] loss=0.29 avg=1.02
[50511 | 47227.01] loss=2.37 avg=1.04
[50512 | 47228.56] loss=1.37 avg=1.04
[50513 | 47230.10] loss=1.04 avg=1.04
[50514 | 47231.65] loss=2.98 avg=1.06
[50515 | 47233.20] loss=0.18 avg=1.05
[50516 | 47234.75] loss=0.18 avg=1.04
[50517 | 47236.30] loss=0.44 avg=1.04
[50518 | 47237.84] loss=2.74 avg=1.05
[50519 | 47239.38] loss=0.31 avg=1.05
[50520 | 47240.92] loss=0.89 avg=1.05
[50521 | 47242.46] loss=0.32 avg=1.04
[50522 | 47244.00] loss=2.75 avg=1.06
[50523 | 47245.55] loss=3.55 avg=1.08
[50524 | 47247.09] loss=0.28 avg=1.07
[50525 | 47248.64] loss=0.14 avg=1.06
[50526 | 47250.18] loss=0.25 avg=1.05
[50527 | 47251.72] loss=0.43 avg=1.05
[50528 | 47253.26] loss=1.12 avg=1.05
[50529 | 47254.81] loss=1.40 avg=1.05
[50530 | 47256.35] loss=1.25 avg=1.05
[50531 | 47257.90] loss=0.34 avg=1.05
[50532 | 47259.44] loss=0.20 avg=1.04
[50533 | 47260.98] loss=2.09 avg=1.05
[50534 | 47262.53] loss=0.38 avg=1.04
[50535 | 47264.08] loss=0.21 avg=1.03
[50536 | 47265.62] loss=3.01 avg=1.05
[50537 | 47267.17] loss=1.46 avg=1.06
[50538 | 47268.71] loss=1.37 avg=1.06
[50539 | 47270.26] loss=0.51 avg=1.06
[50540 | 47271.80] loss=0.22 avg=1.05
[50541 | 47273.35] loss=0.56 avg=1.04
[50542 | 47274.90] loss=2.94 avg=1.06
[50543 | 47276.44] loss=3.03 avg=1.08
[50544 | 47277.99] loss=0.24 avg=1.07
[50545 | 47279.53] loss=0.28 avg=1.07
[50546 | 47281.08] loss=0.94 avg=1.06
[50547 | 47282.63] loss=1.49 avg=1.07
[50548 | 47284.18] loss=0.49 avg=1.06
[50549 | 47285.72] loss=1.52 avg=1.07
[50550 | 47287.26] loss=2.11 avg=1.08
[50551 | 47288.80] loss=1.05 avg=1.08
[50552 | 47290.35] loss=0.57 avg=1.07
[50553 | 47291.89] loss=0.19 avg=1.06
[50554 | 47293.43] loss=0.14 avg=1.05
